Word,Count
\word,\,2
//debug,2
nonexecutable,2
0xF8-0xFF,2
\wifi),\,2
newValue),2
boolean,2
ios::end,2
1.x,2
timestamp,2
\registers,\,2
reading_to_amps(raw);,2
\password,\,2
idle,2
entry's,2
60,2
vary,2
extracted),2
fail(),2
One,2
(the,2
crc,2
CLK,2
encoder;,2
(,2
'or,2
ones,2
caller,2
masterBootRecord,2
init_sd_cards();,2
routine,2
skips,2
forces,2
comms_delay,2
//send_frame..,2
ethernet/wifi,2
dictates,2
//use,2
References,2
/*,2
become,2
least,2
made,2
Sectors,2
libraries,2
\par,2
//alpha,2
Same,2
//error,2
CountOfClusters,2
printSlash,2
-100,2
fills,2
\Sprintln("\Error\,2
44,2
yet,2
\extracted,\,2
MEGA_SOFT_SPI,2
40;,2
password..,2
'/',2
wire1,2
stalls,2
significantly,2
'1',2
6;,2
27);,2
\Amps"\));\,2
whereby,2
//calc,2
\peiodically,\,2
random,2
mirror,2
Record,2
//get,2
ATSAM3X8E,2
(bit,2
F3,2
STOP_TRANSMISSION,2
\value..."\));\,2
external_sd_card.ls();,2
initializing,2
relevent,2
@details,2
Spi,2
X86,2
initialisation,2
running,2
\down,\,2
\Klaus,\,2
continue,2
nb:,2
\update,\,2
write_bl_len,2
Change,2
\covered,\,2
Network),2
typedef,2
sucessive,2
V,2
cofigure,2
(!external_sd_card.chdir(ext_dir)),2
'w',2
\32,\,2
(delim,2
due_class,2
42,2
internal_sd_card.ls();,2
39,2
(-2);,2
private:,2
initialisations,2
regions,2
safety,2
paces;,2
Insert,2
determination,2
Due_Interrupts_H,2
https://tkkrlab.nl/wiki/Arduino_KY-015_Temperature_and_humidity_sensor_module,2
0x00,2
'0,2
fading,2
\States,\,2
\count,\,2
Manufacturer,2
\fstream,\,2
set_cwd,2
Prefix,2
Due_Class_CPP,2
\[1,31]\,2
occured,2
Packed,2
seperated,2
cwd,2
enable_ethernet,2
Here,2
included,2
internal_sd_card.chvol();,2
post,2
1-63,2
United,2
enable_encoder,2
micro-controller,2
Due_Class_H,2
Parent,2
defined(DEBUG),2
//shouldnt,2
Atmel,2
button.button_pressed,2
\functions,\,2
38,2
'r',2
legal,2
35,2
\readings,\,2
\5,\,2
\wiring"\));\,2
implemented,2
Links,2
Ivan,2
functionality,2
illegal,2
service,2
register),2
bits;,2
led_strip.change_increment;,2
\changes,\,2
checks,2
Timer2.start();,2
Check,2
identifies,2
\internal_sd_card.errorExit("\error\,2
Floppy,2
clean_loop,2
extra,2
oct,2
code:,2
x_pos_dir,2
building,2
Philipp,2
Problem,2
Cylinder-head-sector,2
(serial,2
\Gomes,\,2
seekSet(),2
scientific,2
0-4:,2
\("\Current\,2
ID,2
read_temp_sensor,2
totalSectors32,2
alpha);,2
(offset,2
\default,\,2
PIN,2
//test,2
Disable,2
OCR,2
\Document.txt"\\,2
Erase,2
\0x80,\,2
led_fast_interrupt,2
Initializes,2
\properly"\));\,2
//data,2
\period,\,2
latency,2
\screen,\,2
(LDR.LDR2_enable,2
\10,\,2
\Sprintln("\error\,2
stops,2
enable_button,2
\made,\,2
encoder.clean_loop,2
//stops,2
\str,\,2
V1.1,2
\occured,\,2
functional,2
show,2
\seconds,\,2
issuing,2
maintained,2
party,2
anything,2
___________,2
0-3,2
distinguish,2
enable_serial,2
Contains,2
0-1023,2
//init,2
\disk,\,2
programming,2
origin,2
pos_frame_length,2
faster,2
close(),2
typically,2
Rename,2
doing,2
sd_card1_detected,2
position)/32,2
dint,2
0-255,2
\1024,\,2
MHz,2
link,2
big,2
allocation,2
Asynchronous,2
str_len;,2
de-pressed,2
digital,2
CMD8,2
directoryEntry,2
\loop"\\,2
accomplish,2
reformat,2
public:,2
led_strip_enabled){,2
\V1,\,2
led_strip;,2
\"\init\,2
kbit/sec,2
bitmap,2
\happens,\,2
unformatted,2
file/directory,2
(in,2
visible,2
\"\function_declarations.h"\\,2
Due's,2
\program"\);\,2
fully,2
(30);,2
recognise,2
O_RDWR,2
rounded,2
\array,\,2
this),2
Created,2
send_pos_frame(4);,2
\ios::cur,\,2
\0xFFFFFFFF,\,2
CSR,2
Colour,2
123,2
config,2
\loops,\,2
reading;,2
endBlock,2
calibration,2
delimiter,2
encoder_moved),2
//methods,2
file1,2
wifi_connected,2
\Sprintln(F("\colon\,2
\0X52,\,2
prompt),2
led_strip.target_brightness),2
interrutps),2
sd_card2_detected,2
send_all_pos_now();,2
looping,2
modifying,2
pos_update_freq,2
ever,2
\below,\,2
Define,2
accepted,2
whereas,2
LDR_check_value();,2
Hardware,2
//current,2
fan_speed,2
Released,2
Size,2
SAM3X,2
Name,2
'1,2
(test,2
t,2
Copy,2
(byte_number,2
truncated,2
\bool,\,2
stay,2
Meter,2
increase,2
grater,2
trying,2
fileSize,2
\path,\,2
(function,2
awesome,2
applications,2
\detection,\,2
cleared,2
cpp,2
i=0;,2
\x^16,x^12,x^5,x^1\,2
anyway,2
3000),2
\[1,12]\,2
sign_coms,2
uppercase,2
https://github.com/antodom/soft_uart,2
\struct,\,2
goto,2
fan;,2
prefix's,2
cylinder-head-sector,2
33,2
clarity,2
Timer3.attachInterrupt(send_pos_interrupt);,2
TEXT_COLOUR_HUE_MSB_PREFIX,2
Mask,2
syncing,2
SoftSPI,2
matrix..,2
\details,\,2
External,2
pulsing,2
mid,2
Wire.write,2
58,2
Timer1.start();,2
enable_led_strip,2
identification,2
0-4,2
cacheFetch,2
\files,\,2
\',\,2
deal,2
(nonremovable),2
calc,2
copying,2
'keyword:,2
\22nd,\,2
\Sprintln(F("\WARNING:\,2
\*int_file,\,2
boots,2
'o',2
optional,2
issue,2
\disabled,\,2
\volume,\,2
jump,2
Modified,2
\512,\,2
quotient,2
hold,2
Changes,2
Template,2
@file,2
\MSB,\,2
dst,2
5+2*offset,2
Indicates,2
implmented,2
Sprintln(alpha);,2
2011,2
\signal,\,2
here:,2
indent,2
\network"\;\,2
callbacks,2
overload,2
uint16_t,2
F_CPU/2,2
\attached"\));\,2
Low,2
communication,2
------external_sd_card,2
button.clean_loop,2
\num,\,2
humidity-bit,2
TODO,2
\send_specific_calibration_data(to_mega_prefix_array[alpha],\,2
86-based,2
standardised,2
positve,2
waits,2
instructions,2
helps,2
\1),\,2
scope,2
led_strip.change_increment,2
FATs,2
Optionally,2
\something,\,2
41,2
knob,2
INT,2
seems,2
\approach,\,2
makes,2
Interface,2
(encoder.clean_loop),2
corruption,2
Timer2.attachInterrupt(fade_fans);,2
fraction,2
accurate,2
's',2
\64,\,2
@{,2
Timers,2
basis,2
(for,2
method,2
Seidel,2
dat[],2
\"\clean\,2
stop();,2
\speed,\,2
choose,2
dates,2
34,2
Path,2
Code,2
generalise,2
\8,\,2
key,2
hader,2
mega1_ready,2
i<strlen(dummy_frame);i++){,2
button.last_button_pressed,2
Sign_coms_H,2
HW,2
attatch,2
\type,\,2
binary,2
SIGN1,2
\MBR,\,2
enable_fans,2
spi,2
//store,2
positional,2
\[1980,2107]\,2
shine,2
1023)),2
get_text_colour_hue(int,2
.,2
36,2
Sprintln(analogRead(LDR.pin1));,2
driven,2
\0X00,\,2
failbit,2
CRC_CCITT,2
(Universal,2
Blank,2
Address,2
hould,2
problematic,2
(write,2
odd,2
Out,2
3.0,2
decrease,2
ample,2
x_pos_dir;,2
\="\);\,2
Determine,2
(!timers.led_strip_timer_attached,2
split,2
fans_enabled){,2
*sd_ext_file3,2
Edit,2
sensor),2
init_wifi();,2
endTransmission(),2
Chain,1
\wifi..."\));\,1
!digitalRead(mega3_ready_pin);,1
recenter,1
DueTimer::callbacks[8]();,1
SdInfo_h,1
16000000UL,1
setings,1
\[3],\,1
Sd2Card.h,1
(1,1
rename,1
text_colour_hue_LSB,1
frame[150];,1
mode2:,1
\average,\,1
SEND_IF_COND,1
trans-,1
endCylinderHigh,1
\file1.read(buf,\,1
Industries</A>,1
\"\Due_Class.h"\\,1
\header"\));\,1
Reset,1
\"\http://www.ladyada.net/make/waveshield/"\>\,1
writeData(),1
sizeof(buf));,1
due_class::extract_network_data(),1
49,1
get_frame_code();,1
sign_coms::stop(),1
K7,1
mennu,1
compiler,1
timed,1
middle,1
errorHalt_P(PSTR(msg)),1
5000,1
—,1
noshowpoint,1
WRITE_MULTIPLE_BLOCKS,1
why),1
\likewise,\,1
//ethernet_connect..,1
STOP_TRAN_TOKEN,1
Sd2Card_h,1
!digitalRead(notifier));,1
mode??,1
rotating,1
(read_buffer[6],1
//returns,1
connection,1
false),1
1.00,1
//Fan_Struct,1
text;,1
lights,1
Coms_CPP,1
/128,1
4],1
backup,1
-----------------------------------------------------------------------------,1
\individually,\,1
Catch,1
T,1
text_colour_g,1
(byte)frame.frame_buffer[i,1
current.raw_reading_1,1
due_class::init_due(),1
stop),1
\digits,\,1
due_class::read_temp_data,1
2)),1
pin1,1
//find,1
Timer1,1
\strip..."\));\,1
(enable_temp_sensor),1
DIR_ATT_,1
iover,1
H0,1
Prevent,1
ArduinoStream_h,1
Timer.getAvailable,1
frame_offset);,1
\meter..."\));\,1
\Sprint("\Error:\,1
//sample,1
TIMER_CLOCK4,1
due_class::send_all_pos(),1
|=,1
SD_string.Password[beta],1
fan_speed;,1
(Register,1
(god,1
frame.frame_buffer[10],1
saves,1
Coms_i2c_H,1
K1,1
provided,1
//while(1)..,1
TC_CMR_TCCLKS_TIMER_CLOCK4,1
due_class::calc_offset(),1
PREFIX_RANGE,1
second/2,1
)),1
!digitalRead(mega2_ready_pin);,1
\code),\,1
1/16,1
\write_P(PGM_P),\,1
relay,1
init_i2c_mega(int,1
toggle_fan();,1
due_class::LDR_check_value(),1
specifying,1
23:59:58,1
current2;,1
write(str),1
Based,1
that:,1
14;,1
i2c_scanner(i);,1
USE_SOFTWARE_SPI,1
bit-bang,1
Day,1
\friends,\,1
\pos,\,1
Ogle,1
01/01/1980,1
't',1
due_init(),1
pack_xy_coordinates(),1
init_i2c(int,1
Shield</A>,1
O_IN,1
Sprintln(i);,1
SdFatUtil_h,1
fan_target_speed,1
\digitalWrite(due_ready_pin,\,1
activated,1
errorData(),1
\year,\,1
wifi:,1
\RX_PIN_4,\,1
due_class::read_current_meter(int,1
Actually,1
70:,1
due_class::string_length(),1
(CID,1
helpers,1
(Connected),1
\signed,\,1
blocksPerCluster_,1
TIMER_CLOCK3,1
(enable_encoder),1
searches,1
protected,1
dependant,1
\characteristics,\,1
L4,1
regarding,1
\as:"\));\,1
E7,1
frame_offset),1
toggle_led(int,1
newline,1
Cluster,1
epoch,1
J1,1
arduino_due;,1
\forum),\,1
CONNECTED_PREFIX,1
due_class::writeFanSpeed(int,1
folders,1
(digitalRead(button.button_pin),1
F_CPU/2^(1,1
unused,1
F_CPU/3,1
mega(s),1
text_colour_b;,1
Serial.println(mega1_ready);,1
scanned,1
due_enabled,1
bgnCluster,1
HIGH),1
Zero-based,1
CCW,1
internal_sd_card;,1
130:,1
rewrites,1
(!mega_enabled[3]),1
shields,1
\ios::ate,\,1
(is,1
Halt,1
TC6_Handler(void);,1
ueful,1
CRC7,1
400,1
x/X,1
//select,1
ERASE_WR_BLK_END,1
0X,1
\January,\,1
\cards"\));\,1
K4,1
\recentered"\));\,1
funtion,1
Pick,1
62,1
read_current_meter(int,1
mode3:,1
\success"\));\,1
\90,\,1
frame_offset,1
oldPath,1
cwd_,1
USING_SERVO_LIB,1
parsing,1
\80,\,1
\"\NEWFOL~1"\\,1
(abs(LDR.min_reading1,1
0x0040;,1
(0,1
Class,1
mega3_updated,1
multiplied,1
while(1),1
type(),1
record/play,1
Cant,1
pos_update_freq;,1
\//housekeeping,\,1
1-2,1
letter>:,1
\serial_tc5_declaration(RX_BUF_LENGTH,TX_BUF_LENGTH);\,1
\external_sd_card.errorExit("\external_sd_card.mkdir"\);\,1
recorded,1
Industries:,1
terminated,1
\pinMode(notifier,\,1
Limit,1
sign_coms::i2c_scanner(),1
reasonable,1
poll_temperature_sensor,1
terminate,1
//convert,1
O_TRUNC)),1
//copy,1
\encoder,\,1
future,1
('%');,1
frame.num_frames);,1
V1,1
record,1
TEMP1;,1
\button,\,1
Graphics_CPP,1
dname,1
Openmode,1
\18,\,1
\1..."\));\,1
\"\timer\,1
\(RX_MODE,\,1
\comments,\,1
insures,1
\external_sd_card.initError("\internal_sd_card:"\);\,1
squeeze,1
due_class::init_temp_sensors(),1
0-199,1
//temp,1
createContiguous(SdBaseFile*,1
archive,1
formatter,1
arduino-1.5.2/hardware/arduino/sam/system/CMSIS/Device/ATMEL/sam3xa/include/sam3x8e.h,1
contained,1
groups,1
vailid,1
effect,1
\implemented"\)\,1
\Serial.println(F("\Init\,1
Frame{,1
TC5_Handler(void){,1
328,1
SEND_CSD,1
led_on,1
//verification,1
fragmented,1
Transmission,1
sign_coms::init_serial();,1
500,1
H3,1
12),1
button.button_press_interval),1
throttle,1
caller's,1
marked,1
\meter"\));\,1
dateTimeCallback(,1
Sprint(reading1);,1
initErrorHalt_P(PSTR(msg)),1
corrupted,1
=8;,1
//implement,1
//ensure,1
document:,1
plus,1
1/4,1
\60,\,1
550,1
//folder,1
\sd_ext_dir,\,1
Connected=true;,1
Strip,1
\"\Define\,1
Timer1.setPeriod(led_strip.change_interval*1000);,1
\"\TOFIND.TXT"\\,1
yhe,1
(more_bytes,1
text_str[150],1
\encoder"\));\,1
Sprint(SD_string.str_sd[beta]);,1
(frame_type,1
//small,1
When,1
due_class::read_temp_sensor,1
RDR,1
Adapters,1
-100),1
additional,1
\"\INTERNAL"\;\,1
\rotating,\,1
defined(__AVR_ATmega1280__),1
\Transfer\n"\);\,1
second;,1
//generate,1
fat16lib@sbcglobal.net,1
\"\Coms.h"\\,1
possibly,1
-rf,1
HardwareSerial,1
\40,\,1
temp2_enable,1
due_class::temp_read_sensor(int,1
//provide,1
4800,1
Arduono,1
(reading2,1
in_header();,1
(read_buffer[14],1
buf[BUF_DIM];,1
(40);,1
dirEntry(dir_t*,1
USE_NATIVE_SAM3X_SPI,1
Last,1
verifying,1
\TX_PIN_1,\,1
algorithms,1
text_cursor;,1
initError(msg),1
digitalPin,1
//repeat,1
'P',1
\70,\,1
beginCylinderLow,1
blocksPerCluster,1
\modify,\,1
\22,\,1
Serial_1.write(frame.frame_buffer[i]);,1
red,1
Specification,1
_,1
\"\;\,1
\wifi,\,1
noskipws,1
frame.frame_buffer[7],1
32738),1
H4,1
gfx,1
class),1
strncpy_P,1
fifo.h,1
\protocol"\\,1
L2,1
((frame.num_frames,1
TC7_Handler(void);,1
31:,1
pstr(),1
implent,1
active;,1
readDir(dir_t*,1
Sprintln(str_len);,1
peripheral,1
//LSB,1
defined(__AVR_ATmega2560__),1
pinALast;,1
humidity3,1
opposed,1
onboard,1
adjustfield,1
\TX_PIN_4,\,1
\contiguous,\,1
26),1
spiRate),1
unknown,1
lesser,1
set_temp_sensor_disable(int,1
Timer0;,1
//calibrate,1
SCL1,1
sign_coms::init_i2c();,1
(CRC_ON_OFF),1
rediculous,1
am,1
respond,1
inline,1
(!mega_enabled[1]),1
divisor,1
due_class::pack_xy_coordinates(),1
dirty,1
How,1
word),1
tests,1
Writes,1
generate_checksum();,1
boolalpha,1
Led_Strip_Class_CPP,1
mega1_failed_frame_number,1
utility,1
sbrk,1
(7,1
screen_brightness;,1
\ready"\));\,1
PIN_A;,1
transmitting,1
stream),1
frameNum++;,1
Coms_I2C_CPP,1
DueTimer::callbacks[6]();,1
Graphics_H,1
Led,1
170:,1
':'),1
dec,1
-2),1
needs,1
(!DUE_ENABLED){,1
scaling,1
Moral:,1
button.clean_loop),1
(sd_file_read_buffer[23],1
navigate,1
Timer0.start();,1
\bgnBlock,\,1
strcmp_P,1
mega1_updated,1
$,1
http://www.arduino.cc/,1
L3,1
thanks,1
leave,1
\write,\,1
fade_led_strip(),1
SD_Cards_H,1
pre-erase,1
read_buffer[23],1
compatible,1
\110,\,1
4-bit,1
clearer,1
endl,1
Serial.println();,1
0x2000;,1
\button"\));\,1
//delay(500);,1
x_pos_MSB;,1
while(1)..,1
SD_string.str_sd.reserve(150);,1
(unless,1
\Serial.println("\Button\,1
tollerances,1
hardcoded,1
(button.button_pin,1
filesize,1
hence,1
disply,1
//interrrupt,1
NB,1
ERASE_WR_BLK_START,1
\0X41,\,1
(Timer/Counter),1
48,1
value);,1
47,1
'led_strip_set_freq':,1
CMD13,1
Serial_2.write(frame.frame_buffer[i]);,1
flaw,1
Timer7(7);,1
reduces,1
14],1
read_buffer[18],1
Serial_2.begin(,1
SdFile::write,1
180:,1
\RX_PIN_1,\,1
Otherwise,1
readStop(),1
(implementation,1
\interrupt"\);\,1
\ambient,\,1
\Sprintln(F("\One\,1
due_class::send_specific_calibration_data(byte,1
Hz,1
CMD24,1
4-6,1
\access,\,1
attach_timer_fan(){,1
(encoder.encoder_moved,1
\8th,\,1
current1;,1
(read_buffer[15],1
totalSectors16,1
buffers,1
t;,1
led_gradual_pulse(int,1
SdLevel.png,1
anymore,1
\61,\,1
handle_interrupts();,1
edge,1
inserts,1
Cache,1
SdStream_h,1
bootSignature,1
inserter,1
invalidate,1
1-12,1
http://www.atmel.com/dyn/resources/prod_documents/doc8161.pdf,1
mega_var3.address,1
PMC,1
alloc,1
internet.check_connection();,1
Sprint(analogRead(LDR.pin1));,1
Specifications,1
Using,1
\frame_sent,\,1
Flushes,1
(enable_led_strip),1
Timer7;,1
\tool:"\));\,1
Example:,1
J0,1
//wifi_connect...,1
portnote,1
230(allows,1
SD/SDHC,1
SdBaseFile_h,1
sign_coms::init_i2c(int,1
TEMP2),1
fileSize_,1
attach_timer_pos_update(){,1
gnu,1
pull,1
Raw,1
recorder,1
//reset,1
9-15:,1
depends,1
(read_buffer[23],1
due_class::wire_write_frame(int,1
black,1
frame_buffer[32];,1
//promt,1
\WORK,\,1
OK,1
minimal,1
<CENTER>Copyright,1
\Linux,\,1
listings,1
init_button(),1
Fix,1
FAN_DEFAULT_SPEED;,1
stimmer,1
stable,1
Temp_sensor{,1
darkness,1
FAT_DATE,1
4];,1
(F_CPU/64),1
Internet_CPP,1
pin3,1
pin2,1
80:,1
YYYYMMDD,1
Large,1
due_class::set_address(),1
\"\/DIR"\\,1
last_button_pressed,1
\//Serial.println(F("\Calc\,1
\pinMode(SD2_CS,\,1
Double,1
seeks,1
\higher"\));\,1
\write(uint8_t),\,1
frame.frame_buffer[6],1
CMD17,1
basically,1
(*dateTime)(uint16_t*,1
shipped,1
0XE5,1
Done,1
T_WRITE,1
frame.this_frame),1
sign/base,1
\Copying"\);\,1
test4,1
Initializing,1
log_temp_to_sd();,1
SPI_PUSHR_CTAS,1
internet_class,1
Sprintln(file2.fileSize());,1
str_len),1
SdFatConfig_h,1
recenter_encoder();,1
Sprint(current.current_reading_1);,1
\cursor,\,1
3-7,1
allowed:,1
51,1
humidity2,1
300;,1
SD_string.str_sd,1
Management,1
structer,1
reserve,1
(!internal_sd_card.exists(sd_int_dir)),1
Old,1
Serial_str),1
//add,1
\Sprint(F("\Read\,1
contiguousRange(uint32_t*,1
led_strip_brightness,1
67,1
//empty,1
Hz),1
Bus,1
Clock,1
~,1
\values,\,1
\pinMode(due_ready_pin,\,1
SD_DETECTED_PREFIX,1
serial_write_frame(address);,1
\occur"\);\,1
endBlock);,1
40000,1
uinstd.h,1
led_strip_set_freq(),1
debugging,1
\pinMode(mega2_ready_pin,\,1
original,1
cur,1
colour;,1
L6,1
(!mega_enabled[address,1
(DEBUG),1
\"\Connected\,1
\here,\,1
SD1_ENABLE;,1
curPosition,1
recieving,1
\external_sd_card.initError("\external_sd_card:"\);\,1
\executed,\,1
'u',1
problems,1
\[0,6]\,1
21:,1
mirroring,1
UP,1
it's,1
Timers:,1
remove(SdBaseFile*,1
writeLedStrips(led_strip.target_brightness);,1
'w';,1
O_WRONLY,1
0);,1
skipping,1
//mode1:,1
//is,1
hws,1
avg,1
'N',1
\text,\,1
problem,1
global_variables.h,1
condition,1
68,1
temp_password[25];,1
\MSB/LSB,\,1
pack_xy_coordinates();,1
mega_var4.address,1
\exceeded,\,1
minimum_on,1
(LDR.LDR1_enable),1
eraseCount,1
\F_CPU/pow(2,\,1
states,1
\chipset"\));\,1
mega4_updated,1
\index),\,1
timers;,1
SRAM,1
SD1_CS,1
compile,1
frame.frame_buffer[11],1
\protocol,\,1
conversion,1
\connected,\,1
//sd,1
addreses,1
(millis()>mega_last_sent_time+2000){,1
'd'),1
due_class::is_default(),1
encoder.position,1
fat32_boot,1
\extracted),\,1
costs,1
WRITE_MULTIPLE_BLOCK,1
F(),1
mega4_failed_frame_number,1
sign_coms::toggle_debug(),1
sbi,1
temp_default,1
\SIGN2-------"\);\,1
layout,1
SD2_ENABLE;,1
\SIGN1-------"\);\,1
holding,1
F_CPU,1
Byte,1
true};,1
encoder_moved,1
\Serial.println(F("\Button\,1
Please,1
intialise,1
\interrupts"\));\,1
miss-positioned,1
firstBlock,1
attributes..,1
structs),1
i2c_scanner(int,1
Improves,1
MinimumSerial,1
procedure,1
Puts,1
\(1:SD_str,\,1
due.print_frame();,1
\Sprintln(F("\Error,\,1
delayMicroseconds(100000);,1
ios::binary,1
due_class::get_serial(),1
half_duplex_begin(),1
\"\Global_variables.h"\\,1
fix,1
read_buffer[7],1
due_class::pack_disp_string_frame(int,1
tokens,1
\index,\,1
28800,1
constructors,1
ATmega328,1
screen_mode=0;,1
counter,1
//due.calc_delay();,1
positioned,1
detectors,1
\ethernet,\,1
read_buffer[17],1
Increase,1
Volume,1
spec,1
temp_read_sensor(temp.pin1);,1
\9h,\,1
T_CREATE,1
\Timer0,..\,1
remove(),1
\initialise"\));\,1
file1;,1
nonrecoverable,1
frame_type,1
manual,1
\[1],\,1
Space,1
//position,1
//mode0:,1
8U2,1
factor,1
dev);,1
\{10,\,1
\{TC2,2,TC8_IRQn},\,1
fans.set_fan_speed();,1
T_ACCESS,1
DIR_ATT_LONG_NAME,1
0X41,1
\{TC1,2,TC5_IRQn},\,1
\pinMode(LDR.pin2,\,1
\(F("\LDR\,1
Timer::getAvailable(),1
widely,1
Hall,1
except,1
readsome(char,1
3.01,1
component,1
to_mega_prefix_array[],1
APP_CMD,1
write/modification,1
//adapted,1
early,1
dat3[5];,1
ocr,1
wire_write_frame(int,1
SDcard,1
times,1
m,1
E3,1
\with,\,1
green,1
\well,\,1
\pinMode(LDR.pin1,\,1
TIMER_CLOCK1,1
API,1
http://www.adafruit.com/,1
writeStop(),1
F_CPU/16,1
Comments,1
x_pos,1
MinimumSerial_h,1
MicroSD,1
frame.this_frame++;,1
wanted,1
//due.startup_handshake();,1
sells,1
2-second,1
writeLedStrips(int,1
sign_coms();,1
K0,1
Power,1
temp.dat1[i],1
stuff),1
pos_timer_attached,1
set_pos_speed(int,1
\transmission"\));\,1
CMD59,1
\attachInterrupt(digitalPinToInterrupt(button),\,1
supplied,1
Bit,1
encoder.center;,1
temp1;,1
scanner_test,1
or'ed,1
get_data();,1
\enabled"\));\,1
Input/Output,1
30:,1
\SdFile,\,1
\directories,\,1
temp_check_humidity(int,1
//build,1
READ_BL_LEN=512,1
byte),1
\worry,\,1
sign_coms;,1
//failing,1
endline,1
(byte)get_text_colour_hue(1);,1
set_temp_sensor_enable(int,1
separate,1
Nack_details,1
Timers{,1
strlen_P,1
K5,1
due_class::init_wifi(),1
sizeof(to_mega_prefix_array),1
goes,1
frame.frame_buffer[8],1
Layout,1
65525,1
(!LDR.LDR2_enable),1
third,1
lastBlock,1
configuring,1
set_LDR_enable(int,1
prints,1
\copy_sd_data(sd_ext_file,\,1
SD_SEND_OP_COMD,1
SPCR,1
Password,1
what,1
\LDR's"\));\,1
#,1
\millis"\);\,1
due_class::is_network(),1
Picks,1
(enable_LDR),1
text_size,1
Serial_3.write(frame.frame_buffer[i]);,1
byte_number);,1
\Sprint(F("\Failed\,1
\(file2.write(buf,\,1
Convert,1
frame.frame_buffer[i,1
\WaveRP,\,1
\Initialised"\));\,1
TEMP_PREFIX,1
\(!file2.open("\TEST2.BIN"\,\,1
directory's,1
aVal;,1
endCylinderLow,1
OBJECT_PREFIX,1
//for(int,1
template,1
\Serial,\,1
11;,1
\(12,\,1
Asignment,1
encoder.pressed();,1
overwrites,1
ONLY,1
test_i2c();,1
//all,1
length-text,1
Basil,1
(read_buffer[16],1
DigitalPin_h,1
\Otherwise,\,1
immediately,1
alternate,1
//oppose,1
fire,1
scroll,1
happening,1
actual,1
\mainpage,1
F_CPU/8,1
\connections"\));\,1
//due.stop();,1
defs,1
temp;,1
//initialiser,1
activates,1
OCR),1
(index,1
\end,\,1
head,1
ETHERNET_CONNECTED_PREFIX,1
manages,1
SEND_CID,1
uint8_t*,1
O_RDONLY,1
\SD_TRACE(m,\,1
remove_card_1();,1
ago,1
'f',1
(speed,1
current2,1
header,1
Timer3.setFrequency(freq);,1
floatfield,1
ignores,1
refreshed,1
\slot,\,1
\160,\,1
NOT,1
binary/text,1
soft_uart.cpp,1
update_text_location();,1
type_,1
Required,1
circuit,1
mk20dx128.h,1
Of,1
//actual,1
defined(USE_I2C_TO_MEGAS),1
expansion,1
O_APPEND,1
(sckRateID,1
\ldr,\,1
\pinMode(current.pin1,\,1
DEBUG;,1
baud_setting,1
1)),1
temp2;,1
itterations,1
\invalid"\));\,1
53,1
exact,1
32738,1
2:,1
Debug,1
2560,1
due_class::init_led_strip(),1
humdity,1
text_cursor.x_min,1
10),1
pack_disp_string_frame(int,1
startup_handshake();,1
chains,1
Timer5;,1
offset++;,1
entire,1
http://www.sdcard.org/developers/tech/sdcard/pls/simplified_specs,1
exception,1
clearing,1
Network,1
vendor,1
0-127,1
8;,1
50:,1
56,1
Association's,1
real-time,1
\encoder..."\));\,1
//void,1
(enable_ethernet),1
(sensor_prefix),1
generate,1
USE_SERIAL_TO_MEGAS,1
\Sprint(F("\Sending\,1
pgm_read_word,1
\ID,\,1
sizeof(buf);,1
get_serial();,1
calc_delay();,1
simplifies,1
matched:,1
tool,1
y_speed){,1
0X80,1
is_network();,1
frame.frame_buffer[4],1
\exist"\));\,1
text_colour_hue_MSB,1
4084,1
sample,1
(is_password()),1
)//&&,1
Try,1
TIMER_CLOCK2,1
errorCode(),1
microseconds),1
1000;,1
Interrupt,1
//extract,1
2400,1
mult-block,1
Bitts,1
\write(buf,\,1
sum,1
Failures,1
22:,1
due_class::send_pos_frame(int,1
32-byte,1
bufstream_h,1
ldrs,1
we're,1
`,1
mega_var2.address,1
\open(),\,1
address){,1
rise,1
bootloader,1
chipSelectPin),1
due_class::calc_delay(),1
GO_IDLE_STATE,1
Part,1
57,1
supply,1
tree,1
\given,\,1
OEM/Application,1
ignored,1
*int_dir),1
recenter_encoder(),1
'D',1
Temp_sensor,1
form:,1
codes,1
\Sprintln(F("\button\,1
conflict,1
beta++;,1
intPart,1
mapping,1
y_pos,1
Poll,1
default:,1
SD_Cards_CPP,1
trace,1
emulate,1
comms_delay;,1
USE_SAM3X_BUS_MATRIX_FIX,1
(LDR.LDR2_enable),1
changes,1
offset+5,1
100:,1
interrrupt,1
(send_pos_now){,1
SD_Strings,1
frame.frame_buffer[5],1
\sckRateID,\,1
displayed,1
fan_current_speed,1
SD\SDHC,1
Area,1
\x_speed,\,1
\found"\));\,1
toggle_fan(int,1
\{true,true,true,\,1
due_class::remove_card_1(),1
abs(ticks,1
mega_enabled[2],1
),1
CTAR0,1
(violates,1
TEXT_COLOUR_B_PREFIX,1
Lead,1
\damage"\));\,1
Interupts_H,1
[50];,1
74,1
FAN_PIN;,1
(enable_button),1
due_class::reading_to_amps(int,1
//speed,1
dispaly,1
x_speed+128;,1
\pinMode(SD1_CS,\,1
Recursively,1
0-59,1
F_CPU/128,1
due_class::set_LDR_disable(int,1
write(char,1
read_buffer[22],1
PSTR,1
\2..."\));\,1
Just,1
OVERHEAD,1
nonexistent,1
